stfips,stabbr,stname,ctyfips,ctyname,scfips,laborforce_201901,laborforce_201902,laborforce_201903,laborforce_201904,laborforce_201905,laborforce_201906,laborforce_201907,laborforce_201908,laborforce_201909,laborforce_201910,laborforce_201911,laborforce_201912,laborforce_202001,laborforce_202002,laborforce_202003,laborforce_202004,laborforce_202005,laborforce_202006,laborforce_202007,laborforce_202008,laborforce_202009,laborforce_202010,laborforce_202011,laborforce_202012,laborforce_202101,laborforce_202102,laborforce_202103,laborforce_202104,laborforce_202105,laborforce_202106,laborforce_202107,laborforce_202108,laborforce_202109,laborforce_202110,laborforce_202111,laborforce_202112,neighbor01_2017,neighbor02_2017,neighbor03_2017,neighbor04_2017,neighbor05_2017,neighbor06_2017,neighbor07_2017,neighbor08_2017,neighbor09_2017,neighbor10_2017,neighbor11_2017,neighbor12_2017,neighbor13_2017,unemployment_201901,unemployment_201902,unemployment_201903,unemployment_201904,unemployment_201905,unemployment_201906,unemployment_201907,unemployment_201908,unemployment_201909,unemployment_201910,unemployment_201911,unemployment_201912,unemployment_202001,unemployment_202002,unemployment_202003,unemployment_202004,unemployment_202005,unemployment_202006,unemployment_202007,unemployment_202008,unemployment_202009,unemployment_202010,unemployment_202011,unemployment_202012,unemployment_202101,unemployment_202102,unemployment_202103,unemployment_202104,unemployment_202105,unemployment_202106,unemployment_202107,unemployment_202108,unemployment_202109,unemployment_202110,unemployment_202111,unemployment_202112
27,MN,Minnesota,171,Wright County,27171,75420,76358,76239,75832,75507,76302,76978,76587,76126,76431,76717,77000,76692,76776,77564,73341,74409,77020,76731,75928,74837,74473,74630.0,74203.0,73494.0,74320.0,74097.0,74134.0,74407.0,74435.0,74667.0,74402.0,74121.0,73907.0,74280.0,74471.0,27085.0,27093.0,27145.0,27141.0,27053.0,27019.0,,,,,,,,4.8,4.4,4.3,3.2,2.5,3.0,2.8,2.7,2.4,2.5,2.8,3.7,4.1,4.0,4.8,8.7,9.7,7.3,6.2,5.0,4.4,3.8,4.0,4.7,5.0,5.1,4.5,3.7,3.1,3.7,2.8,2.8,2.3,2.1,1.9,2.7
27,MN,Minnesota,173,Yellow Medicine County,27173,5352,5262,5293,5367,5476,5510,5524,5273,5359,5573,5449,5506,5250,5264,5139,5312,5338,5540,5458,5249,5213,5436,5363.0,5442.0,5130.0,5090.0,4957.0,4946.0,5050.0,5111.0,5072.0,4991.0,4990.0,5134.0,5042.0,5196.0,27073.0,46039.0,27083.0,27081.0,27023.0,27129.0,27127.0,,,,,,,5.0,4.5,5.2,4.3,3.3,3.9,3.9,3.4,2.6,2.7,2.8,3.9,4.3,4.4,4.9,7.8,6.8,5.1,4.5,3.7,3.1,2.9,3.4,4.1,5.4,5.1,4.4,3.3,2.7,3.6,2.6,2.7,1.9,1.5,1.6,2.6
28,MS,Mississippi,1,Adams County,28001,11026,11003,11013,11029,11334,11525,11482,11301,11296,11332,11344,11436,11192,11150,10883,9959,10260,10409,10653,10690,10679,10634,10707.0,10711.0,10435.0,10435.0,10393.0,10550.0,10856.0,10780.0,10628.0,10379.0,10344.0,10186.0,9900.0,10362.0,22107.0,28157.0,28037.0,28063.0,22029.0,,,,,,,,,6.5,7.0,7.1,6.1,6.5,8.1,8.1,7.6,6.8,6.5,6.6,7.0,6.9,6.5,8.1,17.5,14.1,13.7,12.9,11.3,10.7,9.7,10.0,10.7,10.3,10.1,9.2,9.1,9.3,11.5,10.5,9.2,7.0,6.0,4.7,4.9
28,MS,Mississippi,3,Alcorn County,28003,16250,16305,16210,16164,16209,16165,16111,15808,15778,15812,15831,16159,16116,16148,15981,14480,14901,15176,15379,15181,15396,15228,15301.0,15571.0,15392.0,15501.0,15403.0,15464.0,15474.0,15460.0,15366.0,15281.0,15275.0,15101.0,15052.0,15391.0,28139.0,47069.0,28117.0,47071.0,28141.0,47109.0,,,,,,,,4.3,4.4,4.3,4.1,4.6,5.6,5.4,5.1,4.8,4.5,4.6,4.5,4.7,4.5,4.8,12.7,7.9,7.5,7.2,5.7,5.1,4.7,5.0,5.4,4.9,5.1,5.3,4.9,5.1,6.9,5.9,5.2,4.1,3.4,2.6,2.6
28,MS,Mississippi,5,Amite County,28005,4371,4333,4402,4453,4471,4594,4482,4455,4410,4322,4338,4391,4340,4357,4494,4261,4459,4604,4485,4490,4407,4385,4490.0,4608.0,4494.0,4540.0,4527.0,4640.0,4708.0,4714.0,4577.0,4483.0,4369.0,4307.0,4343.0,4390.0,22105.0,28085.0,22037.0,28113.0,22091.0,28157.0,28037.0,,,,,,,7.1,6.3,6.2,5.6,6.3,7.8,8.1,7.6,7.0,6.9,6.7,7.3,7.4,6.9,6.8,10.9,8.7,9.8,9.4,9.0,7.6,7.7,8.1,8.7,7.7,7.6,7.4,7.7,7.9,9.9,9.3,8.2,6.2,5.4,4.4,4.6
28,MS,Mississippi,7,Attala County,28007,6798,6980,7004,7050,7096,7241,6989,7056,7028,6978,6936,7053,6972,6958,7102,6892,7098,7158,6825,6924,6920,6849,6941.0,7063.0,6882.0,6897.0,6951.0,7018.0,7140.0,7172.0,6877.0,7059.0,6942.0,6864.0,6828.0,6939.0,28015.0,28097.0,28019.0,28051.0,28159.0,28079.0,28089.0,,,,,,,6.4,6.4,6.4,5.6,6.3,7.1,6.9,6.0,5.8,5.6,6.0,6.2,6.6,6.4,6.5,12.3,9.8,9.7,10.2,8.6,7.9,6.9,7.1,7.3,6.7,6.7,6.9,6.5,6.5,8.0,7.5,6.2,5.0,4.2,3.2,3.4
28,MS,Mississippi,9,Benton County,28009,3026,3023,3016,3008,3048,3087,3104,3038,3068,3070,3106,3092,3024,3024,3021,2889,2900,2945,2970,2975,2989,3007,3058.0,3094.0,3005.0,3035.0,3053.0,3082.0,3116.0,3156.0,3166.0,3112.0,3083.0,3058.0,3050.0,3072.0,28145.0,28139.0,47069.0,28093.0,47047.0,,,,,,,,,5.5,5.7,5.5,5.2,6.0,7.5,7.1,5.8,6.4,6.1,6.1,6.1,6.1,5.9,6.2,14.1,10.2,10.8,10.3,8.6,7.7,6.6,6.7,6.9,6.4,6.6,7.1,7.0,7.3,8.8,7.6,6.5,5.2,4.3,3.3,3.4
28,MS,Mississippi,11,Bolivar County,28011,11933,12261,12371,12396,12384,12661,12526,12176,12197,11968,11944,12048,11876,11978,11998,11170,11496,11741,11562,11377,11443,11246,11429.0,11651.0,11419.0,11648.0,11711.0,11882.0,12125.0,11917.0,11646.0,11250.0,11221.0,11076.0,11113.0,11092.0,28151.0,5107.0,5041.0,28027.0,28133.0,5017.0,,,,,,,,6.9,6.7,6.3,5.7,6.4,8.8,8.7,7.1,6.7,6.6,6.8,7.6,7.8,7.1,7.7,11.1,8.8,10.7,10.6,8.8,8.0,7.3,7.6,8.4,8.0,7.7,7.6,7.5,8.1,9.0,8.1,7.3,5.6,4.8,3.6,3.9
28,MS,Mississippi,13,Calhoun County,28013,5564,5521,5672,5731,5746,5897,5902,5740,5641,5528,5511,5546,5487,5535,5714,5927,5850,5906,5760,5522,5381,5292,5346.0,5480.0,5418.0,5509.0,5628.0,5751.0,5824.0,5762.0,5573.0,5472.0,5292.0,5242.0,5242.0,5327.0,28017.0,28071.0,28161.0,28115.0,28043.0,28155.0,,,,,,,,5.3,5.3,5.2,4.6,5.1,6.1,6.0,5.5,5.4,5.5,5.7,5.6,5.9,5.5,6.4,20.0,9.1,8.9,9.0,7.0,6.4,5.6,5.5,5.8,5.8,5.8,6.9,5.4,5.2,6.8,6.3,5.4,4.2,3.6,2.7,2.8
28,MS,Mississippi,15,Carroll County,28015,3463,3429,3450,3469,3471,3555,3530,3493,3486,3453,3447,3469,3422,3444,3588,3402,3468,3500,3465,3415,3411,3372,3407.0,3446.0,3409.0,3480.0,3482.0,3537.0,3586.0,3614.0,3602.0,3525.0,3479.0,3458.0,3461.0,3518.0,28097.0,28051.0,28007.0,28083.0,28043.0,,,,,,,,,5.9,6.1,5.8,5.5,6.2,7.0,7.1,6.5,6.5,6.1,6.1,6.2,6.4,6.2,6.6,12.7,8.9,9.1,8.8,7.6,6.9,6.3,6.4,6.7,6.4,6.9,6.5,6.0,6.2,7.9,7.0,6.2,5.1,4.2,3.2,3.4
28,MS,Mississippi,17,Chickasaw County,28017,6830,6932,6959,6896,6943,7027,7091,6907,6913,6867,6808,6846,6727,6753,6936,7158,6991,7054,7139,6898,6970,6894,6933.0,7017.0,6892.0,6945.0,7010.0,6918.0,7060.0,7065.0,7014.0,6868.0,6834.0,6720.0,6705.0,6802.0,28095.0,28115.0,28013.0,28025.0,28081.0,28155.0,,,,,,,,5.2,5.3,5.0,4.8,5.7,6.5,6.9,5.8,5.6,5.8,5.3,5.2,5.2,5.0,6.7,31.7,14.9,13.2,12.5,9.2,8.5,7.3,7.3,7.5,7.1,6.6,8.1,6.4,6.9,8.5,7.6,6.7,5.4,4.4,3.4,3.4
28,MS,Mississippi,19,Choctaw County,28019,3619,3741,3804,3747,3745,3851,3874,3764,3743,3713,3683,3732,3593,3646,3719,3462,3565,3644,3627,3581,3612,3518,3560.0,3601.0,3538.0,3603.0,3608.0,3666.0,3710.0,3699.0,3704.0,3605.0,3543.0,3488.0,3480.0,3496.0,28097.0,28105.0,28007.0,28159.0,28155.0,,,,,,,,,5.3,5.4,5.3,4.8,5.2,5.9,5.8,5.3,5.2,5.8,5.3,5.9,5.6,5.4,5.6,9.4,7.0,7.6,7.8,6.1,5.4,5.0,5.7,6.1,5.4,5.3,5.2,5.1,5.1,6.6,5.9,5.1,4.2,3.8,2.8,2.9
28,MS,Mississippi,21,Claiborne County,28021,2860,2985,2985,2973,3024,3130,3124,3090,3031,3018,2994,3041,2958,2951,3154,3080,3112,3202,3179,3100,3082,3023,3055.0,3082.0,3060.0,3057.0,3042.0,3111.0,3116.0,3157.0,3095.0,3025.0,2947.0,2910.0,2911.0,2886.0,22107.0,28149.0,28029.0,28063.0,28049.0,,,,,,,,,9.6,9.3,8.5,8.7,10.6,13.4,13.8,12.2,10.6,10.4,9.9,10.8,10.4,9.6,10.8,20.0,18.3,19.0,17.7,15.1,14.0,12.1,12.7,12.9,13.5,12.6,12.4,12.7,12.7,15.5,13.6,12.3,9.8,7.9,6.4,6.7
28,MS,Mississippi,23,Clarke County,28023,5835,5979,5996,5897,5906,5979,6009,5904,5889,5825,5817,5945,5908,5925,5962,5581,5766,5811,5860,5869,5868,5783,5830.0,5908.0,5843.0,5888.0,5892.0,5904.0,5955.0,5973.0,5929.0,5820.0,5763.0,5684.0,5644.0,5714.0,28061.0,1023.0,28153.0,28075.0,,,,,,,,,,5.8,5.9,5.6,5.7,6.1,7.3,7.3,6.3,6.2,6.0,6.1,6.3,6.5,6.2,6.5,12.8,10.6,10.6,9.9,8.6,7.7,6.8,7.0,7.4,6.8,6.5,6.7,6.5,6.8,8.5,7.4,6.8,5.5,4.6,3.4,3.7
28,MS,Mississippi,25,Clay County,28025,7585,7694,7737,7797,7785,8008,8019,7779,7812,7723,7776,7798,7612,7606,7903,7948,8105,8115,8142,7985,8002,7800,7901.0,7906.0,7857.0,7792.0,7806.0,7972.0,8009.0,7931.0,7850.0,7755.0,7596.0,7547.0,7576.0,7597.0,28017.0,28087.0,28095.0,28105.0,28155.0,,,,,,,,,6.1,6.6,7.0,6.1,7.0,8.7,9.2,7.3,7.2,7.5,8.1,8.1,7.6,7.1,8.4,23.6,15.4,14.9,13.5,10.8,10.5,9.0,9.0,9.1,9.0,8.0,8.5,7.9,8.1,9.6,8.6,7.6,6.3,5.4,4.2,4.3
28,MS,Mississippi,27,Coahoma County,28027,8338,8311,8385,8356,8439,8660,8607,8338,8321,8197,8176,8268,8212,8211,8571,8704,8588,8618,8473,8191,8304,8026,8094.0,8175.0,8109.0,8154.0,8158.0,8233.0,8336.0,8356.0,8241.0,7984.0,7915.0,7778.0,7688.0,7708.0,28143.0,28011.0,28135.0,5107.0,28119.0,28133.0,,,,,,,,8.1,8.1,7.8,6.2,6.7,9.0,8.6,8.1,7.1,6.9,6.9,7.8,8.6,8.1,9.3,20.2,16.6,15.1,15.3,12.7,12.4,10.5,10.0,10.7,10.9,10.0,10.0,9.3,9.8,11.4,10.0,9.1,7.5,6.1,4.7,5.0
28,MS,Mississippi,29,Copiah County,28029,11197,11165,11214,11162,11258,11494,11453,11168,11185,11218,11200,11145,11005,11031,10981,10049,10358,10708,10892,10748,10762,10740,10903.0,11002.0,10815.0,10879.0,10847.0,11016.0,11063.0,11255.0,11257.0,10954.0,10797.0,10768.0,10659.0,10636.0,28085.0,28127.0,28077.0,28021.0,28063.0,28049.0,,,,,,,,6.5,6.4,6.5,5.8,6.5,8.0,7.6,6.6,6.4,6.2,6.0,6.0,6.4,6.0,6.7,12.3,10.1,10.1,10.0,8.1,7.4,6.8,7.3,7.7,7.2,7.0,7.0,6.8,7.2,8.9,7.8,6.9,5.4,4.5,3.4,3.6
28,MS,Mississippi,31,Covington County,28031,8051,8020,8057,8063,8114,8294,8316,8158,8190,8164,8185,8159,8010,8030,8316,7948,8203,8460,8565,8446,8498,8434,8555.0,8607.0,8512.0,8548.0,8438.0,8542.0,8567.0,8689.0,8751.0,8531.0,8472.0,8423.0,8415.0,8415.0,28073.0,28035.0,28127.0,28129.0,28067.0,28065.0,,,,,,,,4.7,4.7,4.5,4.3,4.8,5.7,5.6,5.3,4.9,4.5,4.6,4.6,5.0,4.9,5.4,9.2,7.9,8.8,8.5,7.2,6.7,6.3,6.1,6.5,6.2,6.1,5.8,5.5,5.4,6.7,5.8,5.2,4.0,3.4,2.5,2.7
28,MS,Mississippi,33,DeSoto County,28033,88955,90741,90536,90326,91185,91549,92426,91284,91572,91869,92721,92289,90445,90466,91993,85820,87559,87965,89137,90060,90784,91404,92678.0,93424.0,91145.0,91826.0,92050.0,92983.0,93503.0,94600.0,95626.0,94513.0,94140.0,93668.0,93610.0,94219.0,28143.0,28137.0,47157.0,28093.0,5035.0,,,,,,,,,4.1,4.2,4.2,3.9,4.4,5.2,5.0,4.5,4.4,4.2,4.2,4.1,4.2,4.1,4.6,10.7,8.3,7.8,7.4,6.4,5.6,4.5,4.5,4.6,4.4,4.4,4.5,4.6,4.6,6.0,5.2,4.5,3.5,2.9,2.2,2.3
28,MS,Mississippi,35,Forrest County,28035,34121,33296,33087,33029,33072,33124,33390,32885,33292,33596,33963,33571,33196,33277,33162,31119,31839,32262,32938,32998,33526,33520,34345.0,34206.0,33964.0,33990.0,33727.0,33985.0,34049.0,33919.0,34020.0,33308.0,33358.0,33269.0,33104.0,33190.0,28073.0,28109.0,28111.0,28131.0,28031.0,28067.0,,,,,,,,4.7,4.8,4.8,4.6,5.2,6.2,6.2,5.5,5.0,4.7,4.6,4.6,4.8,4.6,6.1,13.9,11.0,10.7,10.1,8.2,7.5,6.5,6.4,6.7,6.5,6.2,6.2,6.1,6.4,8.0,6.8,5.9,4.7,3.9,2.9,3.0
28,MS,Mississippi,37,Franklin County,28037,2691,2785,2826,2819,2862,2925,2842,2778,2788,2753,2736,2777,2727,2736,2795,2663,2774,2825,2814,2757,2778,2760,2784.0,2801.0,2768.0,2788.0,2809.0,2853.0,2878.0,2856.0,2821.0,2763.0,2732.0,2702.0,2677.0,2708.0,28085.0,28005.0,28157.0,28063.0,28001.0,,,,,,,,,6.8,6.0,6.0,5.3,6.2,7.6,8.2,7.3,7.1,6.7,6.9,7.5,7.3,6.4,6.6,11.4,9.6,9.3,9.3,8.7,8.0,6.9,7.5,7.7,7.4,7.3,7.2,6.9,7.2,9.0,8.6,7.3,5.7,5.0,3.9,4.0
28,MS,Mississippi,39,George County,28039,8727,8700,8757,8843,8916,9113,9039,8924,8827,8694,8718,8846,8723,8717,9035,8754,9057,9254,9143,9114,8976,8846,8987.0,9107.0,9041.0,9186.0,9144.0,9262.0,9441.0,9562.0,9414.0,9171.0,9038.0,8902.0,8860.0,8954.0,1097.0,28111.0,28131.0,28041.0,28059.0,,,,,,,,,7.8,7.4,6.4,5.9,6.8,8.2,8.7,8.2,7.4,6.8,6.8,7.8,8.3,7.2,7.4,14.0,11.5,10.5,10.1,9.8,8.1,6.8,7.2,7.8,7.6,7.5,7.1,6.8,6.9,9.0,8.5,7.5,6.1,5.0,3.8,4.2
28,MS,Mississippi,41,Greene County,28041,4280,4262,4314,4358,4395,4468,4468,4450,4338,4277,4304,4377,4362,4324,4366,4272,4407,4421,4388,4362,4283,4189,4265.0,4418.0,4397.0,4443.0,4432.0,4497.0,4582.0,4625.0,4561.0,4408.0,4330.0,4275.0,4275.0,4315.0,1097.0,28111.0,28039.0,28153.0,1129.0,,,,,,,,,7.6,7.3,6.8,6.3,7.5,9.0,9.2,8.9,7.6,6.8,7.0,9.0,9.4,8.0,7.6,13.4,11.2,11.3,11.0,10.6,8.9,7.5,7.6,8.9,8.3,7.9,7.3,6.8,6.9,9.5,9.3,8.1,6.8,5.6,4.4,4.7
28,MS,Mississippi,43,Grenada County,28043,9557,9621,9626,9451,9636,9825,9567,9360,9358,9319,9301,9364,9312,9285,9542,8885,9150,9356,9402,9205,9284,9235,9315.0,9429.0,9367.0,9351.0,9192.0,9204.0,9132.0,9087.0,9117.0,9133.0,9017.0,9027.0,8879.0,8923.0,28015.0,28097.0,28135.0,28161.0,28013.0,28083.0,28155.0,,,,,,,4.7,4.8,4.6,4.3,4.7,6.0,5.9,5.3,5.3,5.0,4.9,4.9,5.0,4.8,5.3,12.6,8.9,9.0,9.4,7.1,6.7,5.7,5.8,5.9,5.8,5.8,5.7,5.5,5.5,6.8,6.0,5.1,4.0,3.5,2.6,2.7
28,MS,Mississippi,45,Hancock County,28045,18560,18592,18584,18491,18762,19060,19244,18785,18742,18809,18779,18915,18546,18743,19197,17692,17766,18337,18779,18797,18833,18971,18996.0,19060.0,18941.0,19044.0,18998.0,18952.0,19108.0,19460.0,19697.0,19507.0,19396.0,19287.0,19003.0,19187.0,28109.0,22087.0,22103.0,28047.0,,,,,,,,,,5.8,5.5,5.4,5.0,5.4,6.4,6.2,5.7,5.4,5.2,5.4,5.4,5.5,5.3,6.4,17.7,13.5,10.2,9.2,7.7,7.0,6.4,6.7,7.1,6.7,6.8,6.4,6.5,6.8,8.2,7.2,6.4,4.9,4.1,3.0,3.2
28,MS,Mississippi,47,Harrison County,28047,84972,85358,85426,85290,86547,87934,88461,86595,86343,86725,87010,87112,85452,86198,89167,86681,85674,86086,87922,87345,87238,87593,88288.0,88386.0,87679.0,87948.0,87494.0,87318.0,87694.0,89322.0,90544.0,89476.0,89005.0,88775.0,88102.0,88637.0,22087.0,28131.0,28045.0,28059.0,,,,,,,,,,4.8,4.9,4.9,4.6,5.0,6.0,5.7,5.2,5.2,5.0,5.0,5.0,5.0,4.9,7.0,22.4,17.2,11.7,10.2,8.0,7.4,6.4,6.5,6.7,6.2,6.3,6.2,5.9,6.1,7.4,6.4,5.6,4.5,3.8,2.9,3.0
28,MS,Mississippi,49,Hinds County,28049,108202,106763,106546,106070,107030,108244,108572,106421,106949,107842,107844,107238,105298,105551,105274,100690,101941,103827,105905,104419,105259,104733,105659.0,105803.0,104225.0,104391.0,103839.0,104622.0,104468.0,106165.0,107173.0,104989.0,104265.0,104098.0,102933.0,102426.0,28021.0,28149.0,28089.0,28029.0,28163.0,28121.0,,,,,,,,4.9,4.9,5.0,4.7,5.2,6.3,6.1,5.4,5.2,4.9,4.9,4.9,4.9,4.8,7.1,17.4,13.9,12.7,11.6,9.0,8.5,7.3,7.3,7.6,7.2,6.9,6.9,6.6,6.9,8.2,7.2,6.4,5.1,4.2,3.2,3.4
28,MS,Mississippi,51,Holmes County,28051,5540,5592,5667,5653,5666,5827,5805,5639,5674,5652,5650,5664,5639,5599,5690,5878,5911,5846,5416,5245,5342,5274,5307.0,5301.0,5163.0,5187.0,5177.0,5233.0,5270.0,5215.0,5197.0,4989.0,4885.0,4894.0,4817.0,4752.0,28015.0,28163.0,28007.0,28053.0,28083.0,,,,,,,,,10.0,10.0,9.7,8.8,10.7,12.2,12.5,10.2,9.7,9.4,9.3,10.0,10.2,9.3,10.7,27.7,23.0,21.2,19.1,16.0,15.0,13.0,13.1,14.0,13.1,12.4,12.2,11.7,12.5,15.3,14.4,12.1,9.9,8.1,6.5,6.6
28,MS,Mississippi,53,Humphreys County,28053,2212,2180,2260,2285,2264,2354,2299,2220,2208,2141,2137,2201,2207,2228,2288,2340,2362,2451,2328,2177,2135,2045,2061.0,2164.0,2159.0,2220.0,2250.0,2315.0,2397.0,2394.0,2277.0,2164.0,2087.0,2030.0,1985.0,2023.0,28151.0,28125.0,28051.0,28163.0,28083.0,28133.0,,,,,,,,10.2,11.1,10.3,7.9,8.9,10.6,10.8,9.3,9.4,9.5,9.8,11.7,12.6,11.6,12.5,17.2,14.6,16.6,18.6,15.7,14.6,13.1,13.1,14.7,13.7,14.3,13.8,13.0,13.2,15.1,13.4,12.3,10.6,8.8,7.0,7.1
28,MS,Mississippi,55,Issaquena County,28055,363,365,378,382,388,403,397,402,383,372,363,369,371,365,363,343,364,374,339,325,319,304,301.0,324.0,327.0,336.0,344.0,357.0,373.0,365.0,350.0,333.0,321.0,311.0,306.0,321.0,28151.0,22035.0,28149.0,28125.0,28163.0,5017.0,,,,,,,,12.7,13.4,12.7,9.7,12.4,12.9,12.3,11.4,9.1,9.1,9.1,8.9,11.3,8.2,8.5,10.5,7.7,8.0,8.8,8.9,8.5,7.6,8.0,10.5,11.6,11.0,11.3,9.8,9.9,11.2,10.3,9.0,7.2,6.1,5.2,6.5
28,MS,Mississippi,57,Itawamba County,28057,10174,10410,10428,10428,10513,10691,10755,10542,10562,10501,10565,10585,10423,10475,10588,9868,9912,10143,10329,10301,10337,10323,10530.0,10622.0,10363.0,10455.0,10354.0,10419.0,10426.0,10495.0,10521.0,10299.0,10236.0,10150.0,10154.0,10230.0,28141.0,28117.0,28081.0,1059.0,28095.0,1093.0,,,,,,,,4.5,4.4,4.4,4.1,4.7,5.7,5.6,4.9,4.7,4.4,4.5,4.3,4.5,4.7,5.2,20.6,9.5,8.2,7.5,5.6,5.0,4.4,4.6,4.8,4.6,4.7,5.1,4.6,4.6,6.1,5.5,4.8,3.8,3.2,2.3,2.4
28,MS,Mississippi,59,Jackson County,28059,57761,57896,57902,57772,58634,59592,59979,58750,58361,58529,58926,58958,57905,58261,59605,56611,56549,57475,58924,58742,58371,58624,59293.0,59467.0,58969.0,59078.0,58617.0,58632.0,58897.0,60144.0,61024.0,60193.0,59764.0,59562.0,59201.0,59540.0,28047.0,28131.0,28039.0,1097.0,,,,,,,,,,6.0,6.0,5.8,5.4,5.9,6.8,6.7,6.2,5.9,5.5,5.7,5.8,5.9,5.6,7.2,20.7,16.3,11.7,10.5,8.6,7.7,6.7,6.8,7.1,6.7,6.7,6.5,6.3,6.6,8.1,7.2,6.3,5.1,4.3,3.4,3.5
28,MS,Mississippi,61,Jasper County,28061,5983,6162,6205,6212,6191,6349,6340,6132,6149,6094,6124,6206,6158,6139,6204,5937,6096,6188,6147,6042,5990,5929,5990.0,6102.0,6027.0,6054.0,6004.0,6119.0,6152.0,6248.0,6174.0,5998.0,5881.0,5803.0,5785.0,5859.0,28101.0,28023.0,28129.0,28153.0,28067.0,,,,,,,,,6.6,6.6,6.4,5.9,6.6,7.9,7.7,6.5,6.5,6.4,6.6,7.8,8.3,7.8,7.5,10.7,9.7,10.9,10.2,9.0,8.3,7.7,8.0,8.5,8.3,8.1,7.7,7.6,7.4,9.7,8.3,7.5,5.9,4.9,3.7,4.1
28,MS,Mississippi,63,Jefferson County,28063,1943,1978,1992,1954,2035,2111,2130,2090,2022,1970,2006,2059,2025,1948,1993,1952,2016,2033,2026,2022,1966,1876,1955.0,2026.0,1976.0,1938.0,1928.0,2015.0,2058.0,2046.0,1972.0,1880.0,1813.0,1744.0,1725.0,1742.0,22107.0,28085.0,28029.0,28021.0,28037.0,28001.0,,,,,,,,14.2,14.3,13.7,11.3,14.7,18.5,19.2,18.0,15.0,13.5,14.6,17.3,17.3,13.9,14.1,20.3,20.2,21.8,22.0,19.7,18.5,15.4,17.4,18.9,17.1,15.9,16.0,16.2,18.0,22.0,20.2,18.7,15.7,12.4,10.2,11.3
28,MS,Mississippi,65,Jefferson Davis County,28065,4108,4115,4149,4107,4116,4163,4206,4093,4105,4106,4129,4110,4078,4122,4123,3900,3983,4020,4037,4005,4037,4001,4057.0,4052.0,4022.0,4076.0,4056.0,4182.0,4168.0,4194.0,4213.0,4081.0,4083.0,4047.0,4025.0,4020.0,28073.0,28127.0,28091.0,28031.0,28077.0,,,,,,,,,6.6,6.6,6.3,5.6,6.4,8.8,8.8,7.6,6.5,6.0,6.2,6.6,6.7,6.7,7.8,12.8,11.2,12.5,11.5,9.9,9.6,8.2,8.6,9.0,8.9,8.5,8.0,7.7,8.2,9.9,8.9,8.0,6.4,5.5,4.2,4.4
28,MS,Mississippi,67,Jones County,28067,25025,26217,26307,26346,26280,26773,26813,26111,26211,26042,26099,26102,25798,25806,26085,24973,25407,25685,25929,25496,25392,25206,25358.0,25629.0,25265.0,25430.0,25325.0,25647.0,25770.0,26079.0,26026.0,25424.0,25135.0,24844.0,24735.0,24977.0,28061.0,28111.0,28035.0,28031.0,28129.0,28153.0,,,,,,,,5.1,5.1,5.0,4.8,5.4,6.4,6.1,5.6,5.4,5.1,5.2,5.1,5.4,5.3,5.8,9.7,8.0,8.9,8.9,7.2,6.6,6.1,6.2,6.4,6.0,6.1,6.1,5.9,5.9,7.7,6.8,6.0,4.7,3.9,2.9,3.0
28,MS,Mississippi,69,Kemper County,28069,3363,3536,3585,3556,3578,3675,3648,3554,3533,3456,3494,3509,3496,3516,3529,3324,3458,3527,3466,3399,3375,3310,3367.0,3430.0,3378.0,3428.0,3437.0,3501.0,3555.0,3583.0,3507.0,3384.0,3297.0,3254.0,3245.0,3288.0,1119.0,28159.0,28103.0,28099.0,28075.0,,,,,,,,,7.0,7.0,6.7,6.9,8.1,9.9,9.6,7.9,8.2,7.8,8.5,7.4,7.6,7.3,8.5,13.5,11.8,12.9,11.6,9.3,8.7,7.9,8.1,8.2,7.2,7.3,7.8,7.9,8.2,10.8,9.4,8.4,6.6,5.7,4.3,4.4
28,MS,Mississippi,71,Lafayette County,28071,27361,28101,28101,28396,28228,27692,27191,27956,29418,29699,29832,28899,27426,28439,28022,23996,25087,25367,25527,26182,27414,27202,27460.0,26442.0,26261.0,27056.0,27114.0,27440.0,26221.0,26362.0,26398.0,27327.0,28413.0,27955.0,27724.0,26958.0,28145.0,28161.0,28115.0,28137.0,28013.0,28107.0,28093.0,,,,,,,4.3,3.9,3.9,4.0,4.9,6.2,5.8,4.9,4.4,4.0,4.0,3.7,4.2,3.8,4.9,12.1,8.7,8.8,8.0,5.7,4.7,4.1,4.3,4.8,4.5,4.3,4.5,4.5,4.9,6.6,5.9,4.7,3.4,2.8,2.1,2.2
28,MS,Mississippi,73,Lamar County,28073,30879,30823,30571,30493,30484,30414,30636,30267,30742,31083,31475,31079,30757,30837,31022,28447,29221,29486,30152,30459,30941,31159,31956.0,31729.0,31493.0,31581.0,31346.0,31537.0,31490.0,31302.0,31617.0,31085.0,31229.0,31257.0,31174.0,31248.0,28109.0,28035.0,28091.0,28031.0,28065.0,,,,,,,,,3.9,4.1,4.0,3.8,4.2,5.0,4.8,4.3,4.1,3.9,3.9,3.9,4.1,4.1,5.1,11.1,8.5,7.8,7.1,5.8,5.0,4.6,4.6,4.7,4.5,4.4,4.5,4.3,4.4,5.7,5.0,4.4,3.5,2.9,2.2,2.3
